case_id,source_id,kind,method,true_geometry_center,true_appearance_center,true_depth,true_multiplier,predicted_geometry_center,predicted_depth,predicted_multiplier,depth_absolute_error,whole_blade_rms_error,support_rms_error,local_rms_error,support_iou,display_threshold,eligible_area_recall,eligible_false_area_fraction
c038,9,mixed,appearance_only,1,0,0.00075,0.7,,0.0,0.6846719396123184,0.00075,8.560234527847725e-06,0.00019914857059138893,0.0001832062493269309,0.0,1e-05,0.0,0.0
c038,9,mixed,zero,1,0,0.00075,0.7,,0.0,1.0,0.00075,8.560234527847725e-06,0.00019914857059138893,0.0001832062493269309,0.0,1e-05,0.0,0.0
c039,9,mixed,joint,1,0,0.0015,0.7,1,0.0013734238169870628,0.6849799779461581,0.00012657618301293726,1.4446986382914922e-06,3.191705288940706e-05,3.0919458814834114e-05,1.0,1e-05,1.0,0.0
c039,9,mixed,geometry_only,1,0,0.0015,0.7,1,0.0014041899020346721,1.0,9.58100979653279e-05,1.0935465770488087e-06,2.4159214158341174e-05,2.340409788933528e-05,1.0,1e-05,1.0,0.0
c039,9,mixed,appearance_only,1,0,0.0015,0.7,,0.0,0.684666873531629,0.0015,1.7120421194400042e-05,0.000378233480799295,0.0003664114743258026,0.0,1e-05,0.0,0.0
c039,9,mixed,zero,1,0,0.0015,0.7,,0.0,1.0,0.0015,1.7120421194400042e-05,0.000378233480799295,0.0003664114743258026,0.0,1e-05,0.0,0.0
c040,9,mixed,joint,1,1,0.00075,0.7,1,0.0005595911445007487,0.6846768578607447,0.00019040885549925128,2.1732799597499166e-06,5.0560008880286565e-05,4.651256561580134e-05,1.0,1e-05,1.0,0.0
c040,9,mixed,geometry_only,1,1,0.00075,0.7,1,0.0007519216277317305,1.0,1.9216277317305255e-06,2.1906503779509257e-08,5.096475158780223e-07,4.6884327529273965e-07,1.0,1e-05,1.0,0.0
c040,9,mixed,appearance_only,1,1,0.00075,0.7,,0.0,0.6838560253658372,0.00075,8.560234527847725e-06,0.00019914857059138893,0.0001832062493269309,0.0,1e-05,0.0,0.0
c040,9,mixed,zero,1,1,0.00075,0.7,,0.0,1.0,0.00075,8.560234527847725e-06,0.00019914857059138893,0.0001832062493269309,0.0,1e-05,0.0,0.0
c041,9,mixed,joint,1,1,0.0015,0.7,1,0.0012644512262821894,0.685652059891842,0.00023554877371781066,2.6884691811072844e-06,5.9395095454280246e-05,5.753865194924162e-05,1.0,1e-05,1.0,0.0
c041,9,mixed,geometry_only,1,1,0.0015,0.7,1,0.0014561868877166603,1.0,4.381311228333971e-05,5.000733424441917e-07,1.104788673192576e-05,1.0702576098766905e-05,1.0,1e-05,1.0,0.0
c041,9,mixed,appearance_only,1,1,0.0015,0.7,,0.0,0.6837973081414654,0.0015,1.7120421194400042e-05,0.000378233480799295,0.0003664114743258026,0.0,1e-05,0.0,0.0
c041,9,mixed,zero,1,1,0.0015,0.7,,0.0,1.0,0.0015,1.7120421194400042e-05,0.000378233480799295,0.0003664114743258026,0.0,1e-05,0.0,0.0
c042,9,mixed,joint,1,2,0.00075,0.7,1,0.0006323779623576176,0.6858024769611815,0.00011762203764238244,1.3425196823979355e-06,3.123288301029364e-05,2.8732623488243238e-05,1.0,1e-05,1.0,0.0
c042,9,mixed,geometry_only,1,2,0.00075,0.7,1,0.0006472946495855344,1.0,0.00010270535041446559,1.1722664488488662e-06,2.7272046451711563e-05,2.5088861596809477e-05,1.0,1e-05,1.0,0.0
c042,9,mixed,appearance_only,1,2,0.00075,0.7,,0.0,0.6857292259627485,0.00075,8.560234527847725e-06,0.00019914857059138893,0.0001832062493269309,0.0,1e-05,0.0,0.0
c042,9,mixed,zero,1,2,0.00075,0.7,,0.0,1.0,0.00075,8.560234527847725e-06,0.00019914857059138893,0.0001832062493269309,0.0,1e-05,0.0,0.0
c043,9,mixed,joint,1,2,0.0015,0.7,1,0.0014021193224470142,0.685910172812342,9.788067755298578e-05,1.1171793624609108e-06,2.4681322265530264e-05,2.3909887066304012e-05,1.0,1e-05,1.0,0.0
c043,9,mixed,geometry_only,1,2,0.0015,0.7,1,0.0014170308967596161,1.0,8.296910324038392e-05,9.46984487280432e-07,2.0921286256367e-05,2.026737416142448e-05,1.0,1e-05,1.0,0.0
c043,9,mixed,appearance_only,1,2,0.0015,0.7,,0.0,0.6857477594355246,0.0015,1.7120421194400042e-05,0.000378233480799295,0.0003664114743258026,0.0,1e-05,0.0,0.0
c043,9,mixed,zero,1,2,0.0015,0.7,,0.0,1.0,0.0015,1.7120421194400042e-05,0.000378233480799295,0.0003664114743258026,0.0,1e-05,0.0,0.0
c044,9,mixed,joint,2,0,0.00075,0.7,2,0.0007162830736272104,0.6848612804283676,3.371692637278961e-05,4.2156630057516137e-07,8.953429401848253e-06,7.936655732254396e-06,1.0,1e-05,1.0,0.0
c044,9,mixed,geometry_only,2,0,0.00075,0.7,2,0.0007271730857055725,1.0,2.2826914294427482e-05,2.854067931389436e-07,6.061607462443725e-06,5.373236564613415e-06,1.0,1e-05,1.0,0.0
c044,9,mixed,appearance_only,2,0,0.00075,0.7,,0.0,0.6846896708947288,0.00075,9.377367835194873e-06,0.0001991610895312464,0.00017654385581715294,0.0,1e-05,0.0,0.0
c044,9,mixed,zero,2,0,0.00075,0.7,,0.0,1.0,0.00075,9.377367835194873e-06,0.0001991610895312464,0.00017654385581715294,0.0,1e-05,0.0,0.0
c045,9,mixed,joint,2,0,0.0015,0.7,2,0.0014576164204422523,0.684943902578673,4.238357955774772e-05,5.299387911751506e-07,1.1007932588192017e-05,9.976940136508786e-06,0.9855072463768116,1e-05,0.9864471136105838,0.0
c045,9,mixed,geometry_only,2,0,0.0015,0.7,2,0.0014685035774090114,1.0,3.1496422590988676e-05,3.938149566732124e-07,8.180355645990267e-06,7.414192568309988e-06,0.9855072463768116,1e-05,0.9864471136105838,0.0
c045,9,mixed,appearance_only,2,0,0.0015,0.7,,0.0,0.6845946818817912,0.0015,1.8754749558617198e-05,0.00038957538224370156,0.0003530879731022644,0.0,1e-05,0.0,0.0
c045,9,mixed,zero,2,0,0.0015,0.7,,0.0,1.0,0.0015,1.8754749558617198e-05,0.00038957538224370156,0.0003530879731022644,0.0,1e-05,0.0,0.0
c046,9,mixed,joint,2,1,0.00075,0.7,2,0.0007215086207349758,0.6861777412563705,2.849137926502418e-05,3.562304708624733e-07,7.565795249192984e-06,6.70660487961611e-06,1.0,1e-05,1.0,0.0
c046,9,mixed,geometry_only,2,1,0.00075,0.7,2,0.0007263814888110681,1.0,2.3618511188931886e-05,2.953042500684323e-07,6.271814480892156e-06,5.5595719243873375e-06,1.0,1e-05,1.0,0.0
c046,9,mixed,appearance_only,2,1,0.00075,0.7,,0.0,0.6860977185096278,0.00075,9.377367835194873e-06,0.0001991610895312464,0.00017654385581715294,0.0,1e-05,0.0,0.0
c046,9,mixed,zero,2,1,0.00075,0.7,,0.0,1.0,0.00075,9.377367835194873e-06,0.0001991610895312464,0.00017654385581715294,0.0,1e-05,0.0,0.0
c047,9,mixed,joint,2,1,0.0015,0.7,2,0.001466493919548835,0.6862603678088213,3.350608045116503e-05,4.1894202338114603e-07,8.702297416099872e-06,7.887249541325e-06,0.9855072463768116,1e-05,0.9864471136105838,0.0
c047,9,mixed,geometry_only,2,1,0.0015,0.7,2,0.0014713655046429892,1.0,2.8634495357010873e-05,3.580318341681528e-07,7.437065286482717e-06,6.740518405915396e-06,0.9855072463768116,1e-05,0.9864471136105838,0.0
c047,9,mixed,appearance_only,2,1,0.0015,0.7,,0.0,0.6860977185096289,0.0015,1.8754749558617198e-05,0.00038957538224370156,0.0003530879731022644,0.0,1e-05,0.0,0.0
c047,9,mixed,zero,2,1,0.0015,0.7,,0.0,1.0,0.0015,1.8754749558617198e-05,0.00038957538224370156,0.0003530879731022644,0.0,1e-05,0.0,0.0
c048,9,mixed,joint,2,2,0.00075,0.7,2,0.0007022313502700405,0.6848761143433426,4.776864972995951e-05,5.972572090569038e-07,1.2684838332605821e-05,1.1244316363853332e-05,1.0,1e-05,1.0,0.0
c048,9,mixed,geometry_only,2,2,0.00075,0.7,2,0.0007340843355152868,1.0,1.5915664484713265e-05,1.989944036942754e-07,4.226338878236375e-06,3.7463859714111268e-06,1.0,1e-05,1.0,0.0
c048,9,mixed,appearance_only,2,2,0.00075,0.7,,0.0,0.6843617204358035,0.00075,9.377367835194873e-06,0.0001991610895312464,0.00017654385581715294,0.0,1e-05,0.0,0.0
c048,9,mixed,zero,2,2,0.00075,0.7,,0.0,1.0,0.00075,9.377367835194873e-06,0.0001991610895312464,0.00017654385581715294,0.0,1e-05,0.0,0.0
c049,9,mixed,joint,2,2,0.0015,0.7,2,0.0014778714193591069,0.6890622797743075,2.212858064089317e-05,2.766873781855835e-07,5.7473706182115305e-06,5.20907971585406e-06,0.9855072463768116,1e-05,0.9864471136105838,0.0
c049,9,mixed,geometry_only,2,2,0.0015,0.7,2,0.001509301263510403,1.0,9.301263510402922e-06,1.1628549517056004e-07,2.415496206179629e-06,2.1892592887700627e-06,1.0,1e-05,1.0,0.0
c049,9,mixed,appearance_only,2,2,0.0015,0.7,,0.0,0.6879797190855083,0.0015,1.8754749558617198e-05,0.00038957538224370156,0.0003530879731022644,0.0,1e-05,0.0,0.0
c049,9,mixed,zero,2,2,0.0015,0.7,,0.0,1.0,0.0015,1.8754749558617198e-05,0.00038957538224370156,0.0003530879731022644,0.0,1e-05,0.0,0.0
c050,10,mixed,joint,0,0,0.00075,0.7,0,0.0005976016557760006,0.6846376211245868,0.00015239834422399944,1.7801832987029403e-06,4.104633800501014e-05,3.6978686061272406e-05,0.9821428571428571,1e-05,0.9824988529531831,0.0
c050,10,mixed,geometry_only,0,0,0.00075,0.7,0,0.0005952229871295892,1.0,0.00015477701287041083,1.8079687675575355e-06,4.1686997721568964e-05,3.755585703607481e-05,0.9821428571428571,1e-05,0.9824988529531831,0.0
c050,10,mixed,appearance_only,0,0,0.00075,0.7,,0.0,0.684650347735611,0.00075,8.760828639837207e-06,0.00020200163044189296,0.00018198346886255345,0.0,1e-05,0.0,0.0
c050,10,mixed,zero,0,0,0.00075,0.7,,0.0,1.0,0.00075,8.760828639837207e-06,0.00020200163044189296,0.00018198346886255345,0.0,1e-05,0.0,0.0
c051,10,mixed,joint,0,0,0.0015,0.7,0,0.0013344761734697514,0.6855200173617899,0.00016552382653024864,1.9335066364702965e-06,4.418916051443422e-05,4.0163580323170325e-05,1.0,1e-05,1.0,0.0
c051,10,mixed,geometry_only,0,0,0.0015,0.7,0,0.0013321041604309953,1.0,0.00016789583956900475,1.961214360506166e-06,4.482240430242043e-05,4.0739136351216034e-05,1.0,1e-05,1.0,0.0
c051,10,mixed,appearance_only,0,0,0.0015,0.7,,0.0,0.6855484365587861,0.0015,1.752165769683204e-05,0.0004004472137556583,0.0003639669463904735,0.0,1e-05,0.0,0.0
c051,10,mixed,zero,0,0,0.0015,0.7,,0.0,1.0,0.0015,1.752165769683204e-05,0.0004004472137556583,0.0003639669463904735,0.0,1e-05,0.0,0.0
c052,10,mixed,joint,0,1,0.00075,0.7,0,0.000654255392150874,0.6864109567562768,9.5744607849126e-05,1.1184052788301315e-06,2.5787480186054516e-05,2.323196590219811e-05,0.9821428571428571,1e-05,0.9824988529531831,0.0
c052,10,mixed,geometry_only,0,1,0.00075,0.7,0,0.0006794851840766185,1.0,7.051481592338152e-05,8.236935301362904e-07,1.8992203616831766e-05,1.7110094496338614e-05,0.9821428571428571,1e-05,0.9824988529531831,0.0
c052,10,mixed,appearance_only,0,1,0.00075,0.7,,0.0,0.6862511936998801,0.00075,8.760828639837207e-06,0.00020200163044189296,0.00018198346886255345,0.0,1e-05,0.0,0.0
c052,10,mixed,zero,0,1,0.00075,0.7,,0.0,1.0,0.00075,8.760828639837207e-06,0.00020200163044189296,0.00018198346886255345,0.0,1e-05,0.0,0.0
c053,10,mixed,joint,0,1,0.0015,0.7,0,0.001390071710634832,0.6865683974368466,0.00010992828936516813,1.2840895482108338e-06,2.9347113710808827e-05,2.6673626425125334e-05,1.0,1e-05,1.0,0.0
c053,10,mixed,geometry_only,0,1,0.0015,0.7,0,0.0014152888356779257,1.0,8.47111643220743e-05,9.895257623117688e-07,2.2615031084255703e-05,2.0554828562164913e-05,1.0,1e-05,1.0,0.0
c053,10,mixed,appearance_only,0,1,0.0015,0.7,,0.0,0.6862289549075742,0.0015,1.752165769683204e-05,0.0004004472137556583,0.0003639669463904735,0.0,1e-05,0.0,0.0
c053,10,mixed,zero,0,1,0.0015,0.7,,0.0,1.0,0.0015,1.752165769683204e-05,0.0004004472137556583,0.0003639669463904735,0.0,1e-05,0.0,0.0
c054,10,mixed,joint,0,2,0.00075,0.7,0,0.0006280949624790461,0.686842119262751,0.00012190503752095396,1.4239879014312034e-06,3.283341046863008e-05,2.9579651488945632e-05,0.9821428571428571,1e-05,0.9824988529531831,0.0
c054,10,mixed,geometry_only,0,2,0.00075,0.7,0,0.0006715115234959551,1.0,7.848847650404492e-05,9.168346649770039e-07,2.1139792825981426e-05,1.904485974617266e-05,0.9821428571428571,1e-05,0.9824988529531831,0.0
c054,10,mixed,appearance_only,0,2,0.00075,0.7,,0.0,0.6865825614409256,0.00075,8.760828639837207e-06,0.00020200163044189296,0.00018198346886255345,0.0,1e-05,0.0,0.0
c054,10,mixed,zero,0,2,0.00075,0.7,,0.0,1.0,0.00075,8.760828639837207e-06,0.00020200163044189296,0.00018198346886255345,0.0,1e-05,0.0,0.0
c055,10,mixed,joint,0,2,0.0015,0.7,0,0.001361078082489674,0.6872233885968093,0.00013892191751032593,1.622767048692973e-06,3.708738942026117e-05,3.370877217414481e-05,1.0,1e-05,1.0,0.0
c055,10,mixed,geometry_only,0,2,0.0015,0.7,0,0.0014044417838970237,1.0,9.555821610297637e-05,1.116231270261816e-06,2.5510811182182906e-05,2.318680651866674e-05,1.0,1e-05,1.0,0.0
c055,10,mixed,appearance_only,0,2,0.0015,0.7,,0.0,0.6866609283264211,0.0015,1.752165769683204e-05,0.0004004472137556583,0.0003639669463904735,0.0,1e-05,0.0,0.0
c055,10,mixed,zero,0,2,0.0015,0.7,,0.0,1.0,0.0015,1.752165769683204e-05,0.0004004472137556583,0.0003639669463904735,0.0,1e-05,0.0,0.0
c056,10,mixed,joint,1,0,0.00075,0.7,1,0.0006066284224060143,0.6855823151953112,0.00014337157759398576,1.6157834442992797e-06,3.6926131698398645e-05,3.4318040693044446e-05,0.9473684210526315,1e-05,0.9470577298455058,0.0
c056,10,mixed,geometry_only,1,0,0.00075,0.7,1,0.0006284626513363328,1.0,0.00012153734866366718,1.3697126350342286e-06,3.130257850920705e-05,2.9091679403403406e-05,0.9473684210526315,1e-05,0.9470577298455058,0.0
c056,10,mixed,appearance_only,1,0,0.00075,0.7,,0.0,0.6854888073550793,0.00075,8.452459437962728e-06,0.0001931673824617034,0.00017952396280066554,0.0,1e-05,0.0,0.0
c056,10,mixed,zero,1,0,0.00075,0.7,,0.0,1.0,0.00075,8.452459437962728e-06,0.0001931673824617034,0.00017952396280066554,0.0,1e-05,0.0,0.0
c057,10,mixed,joint,1,0,0.0015,0.7,1,0.001356984608799521,0.6856127931622515,0.00014301539120047894,1.6117908343395848e-06,3.560853799861861e-05,3.4233240621875393e-05,0.9836065573770492,1e-05,0.9834013415867449,0.0
c057,10,mixed,geometry_only,1,0,0.0015,0.7,1,0.00137881672123659,1.0,0.00012118327876341011,1.365743878029941e-06,3.0172738058260746e-05,2.9007385951296945e-05,1.0,1e-05,1.0,0.0
c057,10,mixed,appearance_only,1,0,0.0015,0.7,,0.0,0.6854036227783555,0.0015,1.690494850267633e-05,0.00037347309339395596,0.00035904855485152285,0.0,1e-05,0.0,0.0
c057,10,mixed,zero,1,0,0.0015,0.7,,0.0,1.0,0.0015,1.690494850267633e-05,0.00037347309339395596,0.00035904855485152285,0.0,1e-05,0.0,0.0
c058,10,mixed,joint,1,1,0.00075,0.7,1,0.0005556630084518353,0.6841012876265913,0.00019433699154816468,2.1901614435979597e-06,5.0052618487753973e-05,4.651740294215467e-05,0.9298245614035088,1e-05,0.9296168086111412,0.0
c058,10,mixed,geometry_only,1,1,0.00075,0.7,1,0.0005125104698088823,1.0,0.0002374895301911177,2.676488679713958e-06,6.116684647777519e-05,5.6846632355940876e-05,0.8771929824561403,1e-05,0.8768984026041734,0.0
c058,10,mixed,appearance_only,1,1,0.00075,0.7,,0.0,0.6842824064989617,0.00075,8.452459437962728e-06,0.0001931673824617034,0.00017952396280066554,0.0,1e-05,0.0,0.0
c058,10,mixed,zero,1,1,0.00075,0.7,,0.0,1.0,0.00075,8.452459437962728e-06,0.0001931673824617034,0.00017952396280066554,0.0,1e-05,0.0,0.0
c059,10,mixed,joint,1,1,0.0015,0.7,1,0.00125546286689495,0.6836154788565783,0.00024453713310504995,2.755936453380522e-06,6.088561022629925e-05,5.8534044081366926e-05,0.9836065573770492,1e-05,0.9834013415867449,0.0
c059,10,mixed,geometry_only,1,1,0.0015,0.7,1,0.0012122439655828882,1.0,0.00028775603441711186,3.243011594805853e-06,7.164633274584146e-05,6.88791584486294e-05,0.9836065573770492,1e-05,0.9834013415867449,0.0
c059,10,mixed,appearance_only,1,1,0.0015,0.7,,0.0,0.6840246981411016,0.0015,1.690494850267633e-05,0.00037347309339395596,0.00035904855485152285,0.0,1e-05,0.0,0.0
c059,10,mixed,zero,1,1,0.0015,0.7,,0.0,1.0,0.0015,1.690494850267633e-05,0.00037347309339395596,0.00035904855485152285,0.0,1e-05,0.0,0.0
c060,10,mixed,joint,1,2,0.00075,0.7,1,0.000624200322647356,0.6866399335321665,0.00012579967735264403,1.4177488936500557e-06,3.240037006045482e-05,3.011193387112666e-05,0.9473684210526315,1e-05,0.9470577298455058,0.0
c060,10,mixed,geometry_only,1,2,0.00075,0.7,1,0.0006395187695119223,1.0,0.00011048123048807768,1.24511066521446e-06,2.8455000581062045e-05,2.6445226077126832e-05,0.9473684210526315,1e-05,0.9470577298455058,0.0
c060,10,mixed,appearance_only,1,2,0.00075,0.7,,0.0,0.6865684297074736,0.00075,8.452459437962728e-06,0.0001931673824617034,0.00017952396280066554,0.0,1e-05,0.0,0.0
c060,10,mixed,zero,1,2,0.00075,0.7,,0.0,1.0,0.00075,8.452459437962728e-06,0.0001931673824617034,0.00017952396280066554,0.0,1e-05,0.0,0.0
c061,10,mixed,joint,1,2,0.0015,0.7,1,0.0013773011149664537,0.6867531820159796,0.0001226988850335463,1.3828246946391475e-06,3.055009652392325e-05,2.9370169814155144e-05,1.0,1e-05,1.0,0.0
c061,10,mixed,geometry_only,1,2,0.0015,0.7,1,0.0013926140257367078,1.0,0.00010738597426329221,1.210248858065892e-06,2.6737459552579528e-05,2.5704787176987358e-05,1.0,1e-05,1.0,0.0
c061,10,mixed,appearance_only,1,2,0.0015,0.7,,0.0,0.6865954084713324,0.0015,1.690494850267633e-05,0.00037347309339395596,0.00035904855485152285,0.0,1e-05,0.0,0.0
c061,10,mixed,zero,1,2,0.0015,0.7,,0.0,1.0,0.0015,1.690494850267633e-05,0.00037347309339395596,0.00035904855485152285,0.0,1e-05,0.0,0.0
c062,10,mixed,joint,2,0,0.00075,0.7,2,0.0007082975171462761,0.685639410065318,4.1702482853723925e-05,5.156618096357912e-07,1.0952008191321642e-05,9.539302936876552e-06,0.9848484848484849,1e-05,0.9833110305407293,0.0
c062,10,mixed,geometry_only,2,0,0.00075,0.7,2,0.0007178536026609544,1.0,3.2146397339045604e-05,3.9750054618961476e-07,8.442410807750991e-06,7.353420510925187e-06,0.9848484848484849,1e-05,0.9833110305407293,0.0
c062,10,mixed,appearance_only,2,0,0.00075,0.7,,0.0,0.6854742042847903,0.00075,9.273782224231187e-06,0.00019696351683497952,0.00017155704834927513,0.0,1e-05,0.0,0.0
c062,10,mixed,zero,2,0,0.00075,0.7,,0.0,1.0,0.00075,9.273782224231187e-06,0.00019696351683497952,0.00017155704834927513,0.0,1e-05,0.0,0.0
c063,10,mixed,joint,2,0,0.0015,0.7,2,0.0014691822418995927,0.6855552431265625,3.081775810040736e-05,3.810710587395962e-07,8.032926785805455e-06,7.049489029177425e-06,1.0,1e-05,1.0,0.0
c063,10,mixed,geometry_only,2,0,0.0015,0.7,2,0.0014787408859616522,1.0,2.125911403834781e-05,2.6287818929074933e-07,5.54143669432906e-06,4.8630219191783685e-06,1.0,1e-05,1.0,0.0
c063,10,mixed,appearance_only,2,0,0.0015,0.7,,0.0,0.685212565941997,0.0015,1.8547554366149693e-05,0.00039097995417960817,0.0003431139101843792,0.0,1e-05,0.0,0.0
c063,10,mixed,zero,2,0,0.0015,0.7,,0.0,1.0,0.0015,1.8547554366149693e-05,0.00039097995417960817,0.0003431139101843792,0.0,1e-05,0.0,0.0
c064,10,mixed,joint,2,1,0.00075,0.7,2,0.0007131548650778977,0.6863518043277053,3.684513492210233e-05,4.5560056549334255e-07,9.676382528046951e-06,8.428221231901764e-06,0.9848484848484849,1e-05,0.9833110305407293,0.0
c064,10,mixed,geometry_only,2,1,0.00075,0.7,2,0.0007181708042381524,1.0,3.182919576184763e-05,3.9357834013116424e-07,8.359108057346288e-06,7.280863049671969e-06,0.9848484848484849,1e-05,0.9833110305407293,0.0
c064,10,mixed,appearance_only,2,1,0.00075,0.7,,0.0,0.6862577345211451,0.00075,9.273782224231187e-06,0.00019696351683497952,0.00017155704834927513,0.0,1e-05,0.0,0.0
c064,10,mixed,zero,2,1,0.00075,0.7,,0.0,1.0,0.00075,9.273782224231187e-06,0.00019696351683497952,0.00017155704834927513,0.0,1e-05,0.0,0.0
c065,10,mixed,joint,2,1,0.0015,0.7,2,0.0014786431023498332,0.6864475445924674,2.1356897650166807e-05,2.6408728580195235e-07,5.56692429053645e-06,4.885389171677506e-06,1.0,1e-05,1.0,0.0
c065,10,mixed,geometry_only,2,1,0.0015,0.7,2,0.001483657510408204,1.0,1.634248959179606e-05,2.0208403288391912e-07,4.259903768729376e-06,3.738381963455815e-06,1.0,1e-05,1.0,0.0
c065,10,mixed,appearance_only,2,1,0.0015,0.7,,0.0,0.6862525018641337,0.0015,1.8547554366149693e-05,0.00039097995417960817,0.0003431139101843792,0.0,1e-05,0.0,0.0
c065,10,mixed,zero,2,1,0.0015,0.7,,0.0,1.0,0.0015,1.8547554366149693e-05,0.00039097995417960817,0.0003431139101843792,0.0,1e-05,0.0,0.0
c066,10,mixed,joint,2,2,0.00075,0.7,2,0.000706415717715162,0.6875094565919607,4.358428228483802e-05,5.389303133742376e-07,1.1446202088068924e-05,9.969750377236075e-06,0.9848484848484849,1e-05,0.9833110305407293,0.0
c066,10,mixed,geometry_only,2,2,0.00075,0.7,2,0.0006367821662224258,1.0,0.0001132178337775742,1.3999512580502974e-06,2.973320882042037e-05,2.5897902264345448e-05,0.9848484848484849,1e-05,0.9833110305407293,0.0
c066,10,mixed,appearance_only,2,2,0.00075,0.7,,0.0,0.6887845424530201,0.00075,9.273782224231187e-06,0.00019696351683497952,0.00017155704834927513,0.0,1e-05,0.0,0.0
c066,10,mixed,zero,2,2,0.00075,0.7,,0.0,1.0,0.00075,9.273782224231187e-06,0.00019696351683497952,0.00017155704834927513,0.0,1e-05,0.0,0.0
c067,10,mixed,joint,2,2,0.0015,0.7,2,0.0015047201141472225,0.6932602785745335,4.720114147222431e-06,5.835677875938254e-08,1.2301481656118727e-06,1.0795505515508603e-06,1.0,1e-05,1.0,0.0
c067,10,mixed,geometry_only,2,2,0.0015,0.7,2,0.0014363680419411287,1.0,6.363195805887136e-05,7.868195809131568e-07,1.6586051434973936e-05,1.4555490049375755e-05,1.0,1e-05,1.0,0.0
c067,10,mixed,appearance_only,2,2,0.0015,0.7,,0.0,0.6959763100759364,0.0015,1.8547554366149693e-05,0.00039097995417960817,0.0003431139101843792,0.0,1e-05,0.0,0.0
c067,10,mixed,zero,2,2,0.0015,0.7,,0.0,1.0,0.0015,1.8547554366149693e-05,0.00039097995417960817,0.0003431139101843792,0.0,1e-05,0.0,0.0
